DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1945-02-23 12:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0160_output_1945-02-23,FIUME SHIP YARD,,162,331.0
1945-03-26 14:07:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0324_output_1945-03-26,PLANT TANK,PLAUEN,49,318.0
1945-03-22 12:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0324_output_1945-03-22,PLANT TANK,PLAUEN,33,313.0
1945-01-11 15:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0270_output_1945-01-11,HANOMAG TANKLOCOMOTIVE,HANOVER,80,305.0
1945-03-23 12:23:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0118_output_1945-03-23,TANK WORKS,ST VALENTIN,111,283.0
1942-11-09 14:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0191_output_1942-11-09,SUB PEN,ST NAZAIRE,58,279.0
1942-04-04 13:33:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0325_output_1942-04-04,DEPOT ORD,REGENSBURG,20,271.0
1945-01-12 16:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0270_output_1945-01-12,HANOMAG TANKLOCOMOTIVE,HANOVER,16,268.0
1945-10-07 12:34:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0308_output_1945-10-07,Tank Works,Magdeburg,58,259.0
1945-03-30 14:20:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0336_output_1945-03-30,U Boat Construction Wks,Farge,125,253.95
1944-07-07 11:03:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0158_output_1944-07-07,STEFL WORKS,BERGAMO,106,252.3
1943-07-04 09:35:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0147_output_1943-07-04,,Budapest,26,250.0
1944-01-13 14:27:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0181_output_1944-01-13,STEEL WORK,LILLE,159,243.0
1944-01-16 13:10:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0131_output_1944-01-16,SKODA A W,PILSEN,157,242.5
1942-11-14 13:37:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0191_output_1942-11-14,SUB PEN,ST NAZAIRE,41,226.0
1945-02-06 15:10:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0159_output_1945-02-06,Shall Arms Plant Arfda Alt Itube,Brescia,172,225.5
1942-11-17 11:25:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0191_output_1942-11-17,SUB PEN,ST NAZAIRE,32,222.0
1944-05-20 09:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0249_output_1944-05-20,AUTO WORKS,FALLERSLEBEN,142,220.0
1945-01-01 14:40:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0276_output_1945-01-01,AF V MEG Plant,Hanover,91,219.0
1943-05-01 11:26:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0192_output_1943-05-01,SUB PEN,ST NAZAIRE,130,205.0
1944-08-05 12:54:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0311_output_1944-08-05,Krupp Steel Works,Magdeburg,65,200.5
1943-10-17 12:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0131_output_1943-10-17,SKODA A W,PILSEN,58,200.0
1945-03-01 14:34:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0377_output_1945-03-01,AUTO FACTORY,UNKNOWN,64,192.0
1942-11-19 12:35:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0191_output_1942-11-19,SUB PEN,ST NAZAIRE,19,190.0
1944-07-06 12:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0195_output_1944-07-06,SUA DOCKS,TOULON,59,190.0
1945-02-17 13:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0118_output_1945-02-17,TANK WORKS,ST VALENTIN,31,187.25
1945-02-19 14:30:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0160_output_1945-02-19,FIUME SHIP YARD,,31,185.0
1942-11-20 15:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0191_output_1942-11-20,SUB PEN,ST NAZAIRE,19,180.0
1943-01-03 11:30:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0191_output_1943-01-03,SUB PEN,ST NAZAIRE,127,178.0
1943-03-18 15:32:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0338_output_1943-03-18,SUB YARDS,VEGESACK,50,176.15
1943-11-25 13:12:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0195_output_1943-11-25,SUA DOCKS,TOULON,26,171.0
1945-02-21 12:04:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0171_output_1945-02-21,,TRIESTE,273,168.0
1945-07-07 06:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0117_output_1945-07-07,H GOERING STEEL WORKS,LINZ,108,166.5
1943-06-28 17:15:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0192_output_1943-06-28,SUB PEN,ST NAZAIRE,536,163.0
1945-04-03 16:44:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0300_output_1945-04-03,KIEL SHIPYARDS,KIEL,61,163.0
1945-03-01 13:33:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0345_output_1945-03-01,,,70,161.0
1943-10-23 12:45:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0131_output_1943-10-23,SKODA A W,PILSEN,21,160.0
1942-11-15 06:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0191_output_1942-11-15,SUB PEN,ST NAZAIRE,5,160.0
1942-11-16 11:21:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0191_output_1942-11-16,SUB PEN,ST NAZAIRE,14,160.0
1943-05-21 12:43:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0344_output_1943-05-21,,Wilhelmshaven,62,157.0
1943-07-08 09:58:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0324_output_1943-07-08,PLANT TANK,PLAUEN,18,156.1
1945-06-09 12:58:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0167_output_1945-06-09,SUBMARINE PENS,POLA,52,156.0
1945-06-10 14:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0167_output_1945-06-10,SUBMARINE PENS,POLA,52,156.0
1945-02-04 14:57:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0171_output_1945-02-04,,TRIESTE,93,154.2
1943-07-06 12:27:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0145_output_1943-07-06,SHIP DOCKS,SCHIEDAM,24,154.0
1944-09-09 12:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0135_output_1944-09-09,Sub Base,Salamis,50,153.0
1944-09-10 15:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0135_output_1944-09-10,Sub Base,Salamis,50,153.0
1942-09-07 18:15:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0186_output_1942-09-07,SUB TENDER DOCKS,NANTES,18,150.0
1942-03-06 14:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0188_output_1942-03-06,Renault Armament Works,Paris,34,150.0
1943-07-05 12:55:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0324_output_1943-07-05,PLANT TANK,PLAUEN,100,143.10000000000002
1944-04-11 09:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0148_output_1944-04-11,CAR AND MACHINE WORKS,GYOR,28,138.0
1945-02-20 13:40:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0160_output_1945-02-20,FIUME SHIP YARD,,59,131.0
1943-04-01 15:30:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0191_output_1943-04-01,SUB PEN,ST NAZAIRE,52,130.0
1945-02-19 14:43:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0279_output_1945-02-19,TANK WORKS,JUGENTAL,11,129.0
1945-02-20 15:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0279_output_1945-02-20,TANK WORKS,JUGENTAL,86,129.0
1945-12-21 11:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0132_output_1945-12-21,SKODA A W,PILSEN,54,125.0
1943-07-28 13:16:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0194_output_1943-07-28,SUB BASE,TOULON,100,125.0
1943-11-01 14:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0194_output_1943-11-01,SUB BASE,TOULON,100,125.0
1943-11-30 06:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0194_output_1943-11-30,SUB BASE,TOULON,100,123.5
1945-12-16 12:25:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0132_output_1945-12-16,SKODA A W,PILSEN,111,120.0
1945-12-22 10:31:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0132_output_1945-12-22,SKODA A W,PILSEN,10,120.0
1945-12-25 11:06:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0132_output_1945-12-25,SKODA A W,PILSEN,9,120.0
1944-07-24 09:30:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0162_output_1944-07-24,Subpens,Genoa,50,120.0
1943-11-02 09:21:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0194_output_1943-11-02,SUB BASE,TOULON,100,120.0
1944-06-12 09:30:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0306_output_1944-06-12,KONIGSBORN,,52,116.0
1944-04-08 08:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0148_output_1944-04-08,CAR AND MACHINE WORKS,GYOR,28,112.5
1942-11-10 09:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0191_output_1942-11-10,SUB PEN,ST NAZAIRE,47,111.0
1945-04-28 06:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0166_output_1945-04-28,Ilva Steel,Yorks,58,110.4
1945-04-29 15:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0166_output_1945-04-29,Ilva Steel,Yorks,58,110.4
1943-07-09 10:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0324_output_1943-07-09,PLANT TANK,PLAUEN,126,107.0
1944-08-10 09:58:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0324_output_1944-08-10,PLANT TANK,PLAUEN,37,107.0
1944-05-01 06:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0170_output_1944-05-01,Elba Island Pens Docks,Porto Ferrajo,35,105.0
1942-09-06 18:15:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0186_output_1942-09-06,SUB TENDER DOCKS,NANTES,33,105.0
1944-09-05 10:06:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0174_output_1944-09-05,SHIPYARDS,VOLTRI,36,104.0
1944-09-06 06:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0162_output_1944-09-06,Subpens,Genoa,136,102.6
1942-11-18 06:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0191_output_1942-11-18,SUB PEN,ST NAZAIRE,35,102.0
1945-11-14 06:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0112_output_1945-11-14,STEFL WORKS,KAPFENBURG,25,100.0
1944-09-30 13:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0135_output_1944-09-30,Sub Base,Salamis,50,100.0
1943-11-29 09:30:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0194_output_1943-11-29,SUB BASE,TOULON,100,100.0
1943-01-02 12:46:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0323_output_1943-01-02,,PLAUEN,34,100.0
1943-01-09 16:00:00,BOX_1_BOOK_1_MILITARYINDUSTRY_IMG_0185_output_1943-01-09,SUB PENS,MARSEILLES,42,99.0
