DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1945-04-10 12:50:00,BOX_7_BOOK_14_SUPPLY_IMG_7181_output_1945-04-10,Fuel Depot,Goito,24,61.0
1945-04-07 09:38:00,BOX_7_BOOK_14_SUPPLY_IMG_7210_output_1945-04-07,Ord Depot,Furth,26,59.0
1944-12-11 12:29:00,BOX_7_BOOK_14_SUPPLY_IMG_7168_output_1944-12-11,Goods Depot,Vienna,48,57.0
1941-10-01 11:25:00,BOX_7_BOOK_14_SUPPLY_IMG_7179_output_1941-10-01,Ord Depot,Bologna,57,56.0
1945-03-21 12:50:00,BOX_7_BOOK_14_SUPPLY_IMG_7169_output_1945-03-21,Goods Depot,Vienna,28,53.0
1943-01-23 13:48:00,BOX_7_BOOK_14_SUPPLY_IMG_7193_output_1943-01-23,SUBMARINE SUPPLY SHED,LORIENT,21,49.0
1943-05-29 16:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7195_output_1943-05-29,NAVAL STORAGE DEPOT,RENNES,30,48.0
1945-04-25 12:23:00,BOX_7_BOOK_14_SUPPLY_IMG_7184_output_1945-04-25,Supply Dump,Peschiera di Garde,19,47.0
1944-10-01 11:27:00,BOX_7_BOOK_14_SUPPLY_IMG_7179_output_1944-10-01,Ord Depot,Bologna,24,46.0
1944-10-08 13:09:00,BOX_7_BOOK_14_SUPPLY_IMG_7198_output_1944-10-08,Ord Depot,Bielefeld,16,46.0
1944-11-01 13:20:00,BOX_7_BOOK_14_SUPPLY_IMG_7234_output_1944-11-01,Ordnance Target Depot,Rudolstadt,17,44.4
1945-04-14 14:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7181_output_1945-04-14,Fuel Depot,Goito,10,44.0
1944-07-28 10:51:00,BOX_7_BOOK_14_SUPPLY_IMG_7238_output_1944-07-28,Goods Depot,Wiesbaden,18,43.0
1944-09-13 10:59:00,BOX_7_BOOK_14_SUPPLY_IMG_7225_output_1944-09-13,FRIEDRICHSTADT DEPOT,MAGDEBURG,82,41.5
1944-09-10 10:34:00,BOX_7_BOOK_14_SUPPLY_IMG_7170_output_1944-09-10,ORD Depot,Vienna,23,41.0
1944-10-13 18:38:00,BOX_7_BOOK_14_SUPPLY_IMG_7170_output_1944-10-13,ORD Depot,Vienna,20,40.0
1945-04-24 11:56:00,BOX_7_BOOK_14_SUPPLY_IMG_7184_output_1945-04-24,Supply Dump,Peschiera di Garde,15,38.0
1944-03-06 13:43:00,BOX_7_BOOK_14_SUPPLY_IMG_7211_output_1944-03-06,Supply Dumps,Genshagen,1,36.0
1943-10-04 11:02:00,BOX_7_BOOK_14_SUPPLY_IMG_7238_output_1943-10-04,Goods Depot,Wiesbaden,15,35.0
1944-05-28 14:38:00,BOX_7_BOOK_14_SUPPLY_IMG_7198_output_1944-05-28,Ord Depot,Bielefeld,14,35.0
1944-10-11 11:30:00,BOX_7_BOOK_14_SUPPLY_IMG_7170_output_1944-10-11,ORD Depot,Vienna,18,35.0
1941-10-02 18:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7219_output_1941-10-02,ORDNANCE DEPOT,KASSEL,16,31.0
1944-09-14 11:01:00,BOX_7_BOOK_14_SUPPLY_IMG_7225_output_1944-09-14,FRIEDRICHSTADT DEPOT,MAGDEBURG,11,28.0
1944-10-10 11:54:00,BOX_7_BOOK_14_SUPPLY_IMG_7237_output_1944-10-10,ORDINANCE DEPOT,ULM,10,25.0
1943-05-30 16:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7195_output_1943-05-30,NAVAL STORAGE DEPOT,RENNES,11,25.0
1944-09-02 13:13:00,BOX_7_BOOK_14_SUPPLY_IMG_7198_output_1944-09-02,Ord Depot,Bielefeld,10,25.0
1941-12-06 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7223_output_1941-12-06,LUCCOM UNDERGROUND STORAGE,,9,25.0
1944-10-01 12:04:00,BOX_7_BOOK_14_SUPPLY_IMG_7216_output_1944-10-01,GLINDE SUP DUMPS,HAMBURG,30,25.0
1945-03-30 11:36:00,BOX_7_BOOK_14_SUPPLY_IMG_7169_output_1945-03-30,Goods Depot,Vienna,14,24.0
1945-04-25 13:07:00,BOX_7_BOOK_14_SUPPLY_IMG_7183_output_1945-04-25,Ammo Dump Motor Tran,Osoppo,11,21.0
1943-06-13 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7201_output_1943-06-13,Warehouse Storage,Bremen,9,20.0
1945-04-24 12:47:00,BOX_7_BOOK_14_SUPPLY_IMG_7183_output_1945-04-24,Ammo Dump Motor Tran,Osoppo,7,18.0
1943-06-14 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7201_output_1943-06-14,Warehouse Storage,Bremen,6,18.0
1944-10-09 13:09:00,BOX_7_BOOK_14_SUPPLY_IMG_7198_output_1944-10-09,Ord Depot,Bielefeld,7,18.0
1943-05-31 16:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7195_output_1943-05-31,NAVAL STORAGE DEPOT,RENNES,7,18.0
1945-02-16 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7166_output_1945-02-16,Ord Depot,Hall,8,16.0
1944-09-13 16:45:00,BOX_7_BOOK_14_SUPPLY_IMG_7232_output_1944-09-13,Ammo Dump,Rendsburg,6,15.0
1944-08-18 13:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7229_output_1944-08-18,ORD DEPOT,NAUMBURG,15,14.45
1944-08-19 12:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7229_output_1944-08-19,ORD DEPOT,NAUMBURG,15,12.5
1944-08-13 11:21:00,BOX_7_BOOK_14_SUPPLY_IMG_7238_output_1944-08-13,Goods Depot,Wiesbaden,4,12.0
1944-09-13 11:15:00,BOX_7_BOOK_14_SUPPLY_IMG_7238_output_1944-09-13,Goods Depot,Wiesbaden,4,12.0
1945-02-15 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7165_output_1945-02-15,ORO DEPOT,GRAZ,6,12.0
1945-02-18 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7165_output_1945-02-18,ORO DEPOT,GRAZ,6,11.5
1945-03-05 11:41:00,BOX_7_BOOK_14_SUPPLY_IMG_7169_output_1945-03-05,Goods Depot,Vienna,6,7.0
1945-03-01 11:30:00,BOX_7_BOOK_14_SUPPLY_IMG_7169_output_1945-03-01,Goods Depot,Vienna,2,4.0
1945-03-29 10:41:00,BOX_7_BOOK_14_SUPPLY_IMG_7169_output_1945-03-29,Goods Depot,Vienna,5,3.8
1944-10-13 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7174_output_1944-10-13,ORD DEPOT,,1,3.0
1945-02-19 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7185_output_1945-02-19,Warehouse,Pola,1,3.0
1945-03-02 11:53:00,BOX_7_BOOK_14_SUPPLY_IMG_7169_output_1945-03-02,Goods Depot,Vienna,1,2.0
1944-01-12 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7231_output_1944-01-12,SUPPLY DUMPS,NEISSE,2,2.0
1945-02-18 13:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7168_output_1945-02-18,Goods Depot,Vienna,1,2.0
1945-02-17 13:43:00,BOX_7_BOOK_14_SUPPLY_IMG_7168_output_1945-02-17,Goods Depot,Vienna,1,2.0
1943-09-08 22:22:00,BOX_7_BOOK_14_SUPPLY_IMG_7191_output_1943-09-08,Ammunition Dump,Boulogne,5,1.2
1944-12-12 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7231_output_1944-12-12,SUPPLY DUMPS,NEISSE,2,1.0
1945-03-06 12:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7169_output_1945-03-06,Goods Depot,Vienna,10,1.0
